District,Crop,Year,Area,Production,Yield,RH2M,GWETTOP,T2M_MAX,T2M_MIN,GWETROOT,WS2M_MAX,WS2M_MIN,PRECTOTCORR
Rautahat,Wheat,199394,20000,29812,1491,45.5,0.36,46.32,5.67,0.43,11.16,0.05,0
Rautahat,Wheat,199495,19225,30400,1581,48.06,0.38,46.31,5.85,0.45,8.93,0.04,0
Rautahat,Wheat,199596,18000,30760,1709,50.94,0.43,46.71,4.12,0.48,8.9,0.02,0
Rautahat,Wheat,199697,17500,30240,1728,49.94,0.41,46.17,4.89,0.47,8.66,0.03,5.27
Rautahat,Wheat,199798,11700,29620,2532,54.44,0.43,48.06,4.58,0.48,8.02,0.02,0
Rautahat,Wheat,199899,18700,28080,1502,47.44,0.36,46.37,7.41,0.43,10.02,0.02,0
Rautahat,Wheat,199900,12600,25700,2040,50.56,0.41,44.87,4.52,0.48,9.38,0.02,5.27
Rautahat,Wheat,200001,12400,24800,2000,52.75,0.44,45.73,4.39,0.48,10.28,0.03,5.27
Rautahat,Wheat,200102,12450,21410,1720,51.38,0.38,44.16,6.06,0.43,8.18,0.02,0
Rautahat,Wheat,200203,12520,24410,1950,53.12,0.4,45.12,3.88,0.45,8.13,0.04,0
Rautahat,Wheat,200304,12559,26372,2100,56.06,0.46,45.2,5.76,0.48,9.54,0.05,5.27
Rautahat,Wheat,200405,12962,22669,1749,55.75,0.45,46.85,6.84,0.48,10.3,0.02,5.27
Rautahat,Wheat,200506,12962,22669,1749,57.06,0.47,43.69,5.16,0.5,8.34,0.02,5.27
Rautahat,Wheat,200607,14100,32430,2300,62.38,0.55,43.87,4.29,0.58,9.45,0.03,5.27
Rautahat,Wheat,200708,15300,38310,2504,64.38,0.59,43.05,5.05,0.62,7.22,0.02,5.27
Rautahat,Wheat,200809,15300,34093,2228,54.25,0.43,44.55,5.78,0.48,8.05,0.06,0
Rautahat,Wheat,200910,15300,15300,1000,55.56,0.43,44.81,5.53,0.48,7.88,0.01,5.27
Rautahat,Wheat,201011,15300,37020,2420,60.06,0.49,42.98,3.92,0.52,9.02,0.02,5.27
Rautahat,Wheat,201112,15550,41626,2677,55.75,0.45,47.48,3.65,0.49,8.16,0.01,5.27
Rautahat,Wheat,201213,15500,48050,3100,61.12,0.5,43.97,0.44,0.52,7.41,0,5.27
Rautahat,Wheat,201314,15450,48000,3107,59.75,0.51,45.28,4.71,0.54,8.23,0.04,5.27
Siraha,Paddy,197980,66930,133490,1994,58.38,0.49,43.04,8.98,0.51,7.95,0.02,5.27
Siraha,Paddy,198081,67460,134250,1990,52.44,0.42,42.98,7.06,0.44,8.27,0.04,0
Siraha,Paddy,198182,67200,112220,1670,45.12,0.33,46.89,7.69,0.41,8.78,0.02,0
Siraha,Paddy,198283,58590,54300,927,51.81,0.44,45.31,5.79,0.48,7.91,0.02,5.27
Siraha,Paddy,198384,67200,114440,1703,54.25,0.46,44.23,6.54,0.5,7.38,0.01,5.27
Siraha,Paddy,198485,65310,102970,1577,52.44,0.43,43,5.62,0.47,8.64,0.02,5.27
Siraha,Paddy,198586,68570,113280,1652,53.94,0.48,44.99,6.09,0.52,8.09,0.02,5.27
Siraha,Paddy,198687,59930,71960,1201,53.06,0.45,45.28,8.97,0.48,11.33,0.05,5.27
Siraha,Paddy,198788,64590,128840,1995,46.75,0.37,45.75,5.61,0.42,9.22,0.04,0
Siraha,Paddy,198889,64330,118300,1839,49.44,0.38,44.73,7.51,0.45,9.47,0.02,0
Siraha,Paddy,199091,65780,135310,2057,45.06,0.33,46.02,7.43,0.41,9.52,0.04,0
Siraha,Paddy,199192,65780,164640,2503,42.5,0.31,43.69,6.55,0.39,10.32,0.03,0
Siraha,Paddy,199293,40450,78880,1950,45.94,0.34,45.08,6.44,0.41,9.95,0.02,0
Siraha,Paddy,199394,66180,155060,2343,43.06,0.31,44.34,7.82,0.39,9.27,0.02,0
Siraha,Paddy,199495,59562,109410,1837,46.81,0.35,45.39,7.48,0.43,9.06,0.06,0
Siraha,Paddy,199596,66667,127667,1915,47.94,0.38,44.87,6.46,0.43,8.34,0.03,0
Siraha,Paddy,199697,67060,140700,2098,47.38,0.35,44.62,5.93,0.42,10.16,0.02,0
Siraha,Paddy,199798,67060,154200,2299,52.56,0.37,46.51,6.3,0.43,8.7,0.02,0
Siraha,Paddy,199899,67100,150960,2250,47.44,0.34,44.43,8.08,0.41,8.83,0.03,0
Siraha,Paddy,199900,67700,166110,2454,49.56,0.37,43.95,6.8,0.43,8.77,0.01,0
Siraha,Paddy,200001,70110,168275,2400,50.44,0.37,43.51,6.05,0.44,10.05,0.05,0
Siraha,Paddy,200102,69235,159861,2309,52.5,0.38,43,7.33,0.41,7.69,0.03,0
Siraha,Paddy,200203,71800,193788,2699,53.88,0.39,43.37,5.64,0.43,8.39,0.02,0
Siraha,Paddy,200304,71300,203788,2858,58.06,0.48,43.87,6.67,0.49,8.16,0.02,5.27
Siraha,Paddy,200405,69337,201077,2900,55.94,0.45,44.76,8.2,0.47,9.43,0.03,5.27
Siraha,Paddy,200506,67972,189435,2787,57,0.46,42.46,7.55,0.48,8,0.03,5.27
Siraha,Paddy,200607,57400,117670,2050,61.69,0.52,42.29,5.48,0.52,9.01,0.02,5.27
Siraha,Paddy,200708,70750,156358,2210,62.62,0.53,41.54,6.36,0.54,8.09,0.05,5.27
Siraha,Paddy,200809,70750,164176,2321,53.44,0.41,43.62,7.51,0.45,7.89,0.02,0
Siraha,Paddy,200910,63000,107100,1700,56.19,0.43,43.94,7.15,0.47,7.41,0,0
Siraha,Paddy,201011,45570,95697,2100,60.44,0.49,40.87,5.58,0.51,9.45,0.01,5.27
Siraha,Paddy,201112,61000,175150,2871,55.19,0.43,45.47,4.99,0.47,8.2,0.04,0
Siraha,Paddy,201213,31175,53814,1726,59.88,0.47,42.59,1.06,0.48,8.25,0.03,5.27
Siraha,Paddy,201314,38788,98303,2534,59.06,0.48,44.55,6.47,0.5,8.2,0.02,5.27
Siraha,Millet,197980,2190,1420,648,58.38,0.49,43.04,8.98,0.51,7.95,0.02,5.27
Siraha,Millet,198081,2200,2190,995,52.44,0.42,42.98,7.06,0.44,8.27,0.04,0
Siraha,Millet,198182,2200,2190,995,45.12,0.33,46.89,7.69,0.41,8.78,0.02,0
Siraha,Millet,198283,2000,2090,1045,51.81,0.44,45.31,5.79,0.48,7.91,0.02,5.27
Siraha,Millet,198384,2000,2000,1000,54.25,0.46,44.23,6.54,0.5,7.38,0.01,5.27
Siraha,Millet,198485,1010,1010,1000,52.44,0.43,43,5.62,0.47,8.64,0.02,5.27
Siraha,Millet,198586,1100,1000,909,53.94,0.48,44.99,6.09,0.52,8.09,0.02,5.27
Siraha,Millet,198687,1130,1010,894,53.06,0.45,45.28,8.97,0.48,11.33,0.05,5.27
Siraha,Millet,198788,1650,2010,1218,46.75,0.37,45.75,5.61,0.42,9.22,0.04,0
Siraha,Millet,198889,1540,1540,1000,49.44,0.38,44.73,7.51,0.45,9.47,0.02,0
Siraha,Millet,199091,1500,1850,1233,45.06,0.33,46.02,7.43,0.41,9.52,0.04,0
Siraha,Millet,199192,1850,1850,1000,42.5,0.31,43.69,6.55,0.39,10.32,0.03,0
Siraha,Millet,199293,2000,1880,940,45.94,0.34,45.08,6.44,0.41,9.95,0.02,0
Siraha,Millet,199394,2050,1435,700,43.06,0.31,44.34,7.82,0.39,9.27,0.02,0
Siraha,Millet,199495,2000,2000,1000,46.81,0.35,45.39,7.48,0.43,9.06,0.06,0
Siraha,Millet,199596,190,190,1000,47.94,0.38,44.87,6.46,0.43,8.34,0.03,0
Siraha,Millet,199697,190,190,1000,47.38,0.35,44.62,5.93,0.42,10.16,0.02,0
Siraha,Millet,199798,190,190,1000,52.56,0.37,46.51,6.3,0.43,8.7,0.02,0
Siraha,Millet,199899,180,180,1000,47.44,0.34,44.43,8.08,0.41,8.83,0.03,0
Siraha,Millet,199900,1350,1350,1000,49.56,0.37,43.95,6.8,0.43,8.77,0.01,0
Siraha,Millet,200001,1400,1260,900,50.44,0.37,43.51,6.05,0.44,10.05,0.05,0
Siraha,Millet,200102,1200,1200,1000,52.5,0.38,43,7.33,0.41,7.69,0.03,0
Siraha,Millet,200203,1000,1000,1000,53.88,0.39,43.37,5.64,0.43,8.39,0.02,0
Siraha,Millet,200304,1000,1000,1000,58.06,0.48,43.87,6.67,0.49,8.16,0.02,5.27
Siraha,Millet,200405,1200,1200,1000,55.94,0.45,44.76,8.2,0.47,9.43,0.03,5.27
Siraha,Millet,200506,1000,900,900,57,0.46,42.46,7.55,0.48,8,0.03,5.27
Siraha,Millet,200607,1200,1200,1000,61.69,0.52,42.29,5.48,0.52,9.01,0.02,5.27
Siraha,Millet,200708,800,800,1000,62.62,0.53,41.54,6.36,0.54,8.09,0.05,5.27
Siraha,Millet,200809,800,800,1000,53.44,0.41,43.62,7.51,0.45,7.89,0.02,0
Siraha,Millet,200910,700,760,1086,56.19,0.43,43.94,7.15,0.47,7.41,0,0
Siraha,Millet,201011,700,700,1000,60.44,0.49,40.87,5.58,0.51,9.45,0.01,5.27
Siraha,Millet,201112,600,600,1000,55.19,0.43,45.47,4.99,0.47,8.2,0.04,0
Siraha,Millet,201213,645,574,890,59.88,0.47,42.59,1.06,0.48,8.25,0.03,5.27
Siraha,Millet,201314,650,575,885,59.06,0.48,44.55,6.47,0.5,8.2,0.02,5.27
Siraha,Barley,197980,110,110,1000,58.38,0.49,43.04,8.98,0.51,7.95,0.02,5.27
Siraha,Barley,198081,100,80,800,52.44,0.42,42.98,7.06,0.44,8.27,0.04,0
Siraha,Barley,198182,100,30,300,45.12,0.33,46.89,7.69,0.41,8.78,0.02,0
Siraha,Barley,198283,20,30,1500,51.81,0.44,45.31,5.79,0.48,7.91,0.02,5.27
Siraha,Barley,198384,20,30,1500,54.25,0.46,44.23,6.54,0.5,7.38,0.01,5.27
Siraha,Barley,198485,20,20,1000,52.44,0.43,43,5.62,0.47,8.64,0.02,5.27
Siraha,Barley,198586,30,20,667,53.94,0.48,44.99,6.09,0.52,8.09,0.02,5.27
Siraha,Barley,198687,40,30,750,53.06,0.45,45.28,8.97,0.48,11.33,0.05,5.27
Siraha,Barley,198788,30,20,667,46.75,0.37,45.75,5.61,0.42,9.22,0.04,0
Siraha,Barley,198889,30,20,667,49.44,0.38,44.73,7.51,0.45,9.47,0.02,0
Siraha,Barley,199091,40,30,750,45.06,0.33,46.02,7.43,0.41,9.52,0.04,0
Siraha,Barley,199192,40,40,1000,42.5,0.31,43.69,6.55,0.39,10.32,0.03,0
Siraha,Barley,199293,20,40,2000,45.94,0.34,45.08,6.44,0.41,9.95,0.02,0
Siraha,Barley,199394,20,20,1000,43.06,0.31,44.34,7.82,0.39,9.27,0.02,0
Siraha,Barley,199495,10,20,2000,46.81,0.35,45.39,7.48,0.43,9.06,0.06,0
Siraha,Barley,199596,10,10,1000,47.94,0.38,44.87,6.46,0.43,8.34,0.03,0
Siraha,Barley,199697,10,10,1000,47.38,0.35,44.62,5.93,0.42,10.16,0.02,0
Siraha,Barley,199798,10,10,1000,52.56,0.37,46.51,6.3,0.43,8.7,0.02,0
Siraha,Barley,199899,30,10,333,47.44,0.34,44.43,8.08,0.41,8.83,0.03,0
Siraha,Barley,199900,0,0,0,49.56,0.37,43.95,6.8,0.43,8.77,0.01,0
Siraha,Barley,200001,0,0,0,50.44,0.37,43.51,6.05,0.44,10.05,0.05,0
Siraha,Barley,200102,0,0,0,52.5,0.38,43,7.33,0.41,7.69,0.03,0
Siraha,Barley,200203,0,0,0,53.88,0.39,43.37,5.64,0.43,8.39,0.02,0
Siraha,Barley,200304,0,0,0,58.06,0.48,43.87,6.67,0.49,8.16,0.02,5.27
Siraha,Barley,200405,0,0,0,55.94,0.45,44.76,8.2,0.47,9.43,0.03,5.27
Siraha,Barley,200506,0,0,0,57,0.46,42.46,7.55,0.48,8,0.03,5.27
Siraha,Barley,200607,0,0,0,61.69,0.52,42.29,5.48,0.52,9.01,0.02,5.27
Siraha,Barley,200708,0,0,0,62.62,0.53,41.54,6.36,0.54,8.09,0.05,5.27
Siraha,Barley,200809,0,0,0,53.44,0.41,43.62,7.51,0.45,7.89,0.02,0
Siraha,Barley,200910,0,0,0,56.19,0.43,43.94,7.15,0.47,7.41,0,0
Siraha,Barley,201011,0,0,0,60.44,0.49,40.87,5.58,0.51,9.45,0.01,5.27
Siraha,Barley,201112,0,0,0,55.19,0.43,45.47,4.99,0.47,8.2,0.04,0
Siraha,Barley,201213,0,0,0,59.88,0.47,42.59,1.06,0.48,8.25,0.03,5.27
Siraha,Barley,201314,0,0,0,59.06,0.48,44.55,6.47,0.5,8.2,0.02,5.27
Siraha,Maize,197980,1940,2560,1320,58.38,0.49,43.04,8.98,0.51,7.95,0.02,5.27
Siraha,Maize,198081,2000,3360,1680,52.44,0.42,42.98,7.06,0.44,8.27,0.04,0
Siraha,Maize,198182,1760,3010,1710,45.12,0.33,46.89,7.69,0.41,8.78,0.02,0
Siraha,Maize,198283,1570,2860,1822,51.81,0.44,45.31,5.79,0.48,7.91,0.02,5.27
Siraha,Maize,198384,1760,4010,2278,54.25,0.46,44.23,6.54,0.5,7.38,0.01,5.27
Siraha,Maize,198485,2000,3920,1960,52.44,0.43,43,5.62,0.47,8.64,0.02,5.27
Siraha,Maize,198586,1850,2590,1400,53.94,0.48,44.99,6.09,0.52,8.09,0.02,5.27
Siraha,Maize,198687,1920,2920,1521,53.06,0.45,45.28,8.97,0.48,11.33,0.05,5.27
Siraha,Maize,198788,2730,4390,1608,46.75,0.37,45.75,5.61,0.42,9.22,0.04,0
Siraha,Maize,198889,2760,4320,1565,49.44,0.38,44.73,7.51,0.45,9.47,0.02,0
Siraha,Maize,199091,2810,5560,1979,45.06,0.33,46.02,7.43,0.41,9.52,0.04,0
Siraha,Maize,199192,2980,5280,1772,42.5,0.31,43.69,6.55,0.39,10.32,0.03,0
Siraha,Maize,199293,3000,5400,1800,45.94,0.34,45.08,6.44,0.41,9.95,0.02,0
Siraha,Maize,199394,2750,4895,1780,43.06,0.31,44.34,7.82,0.39,9.27,0.02,0
Siraha,Maize,199495,3000,5365,1788,46.81,0.35,45.39,7.48,0.43,9.06,0.06,0
Siraha,Maize,199596,2775,4940,1780,47.94,0.38,44.87,6.46,0.43,8.34,0.03,0
Siraha,Maize,199697,2550,4550,1784,47.38,0.35,44.62,5.93,0.42,10.16,0.02,0
Siraha,Maize,199798,2570,4630,1802,52.56,0.37,46.51,6.3,0.43,8.7,0.02,0
Siraha,Maize,199899,2500,4350,1740,47.44,0.34,44.43,8.08,0.41,8.83,0.03,0
Siraha,Maize,199900,1440,3456,2400,49.56,0.37,43.95,6.8,0.43,8.77,0.01,0
Siraha,Maize,200001,1470,2940,2000,50.44,0.37,43.51,6.05,0.44,10.05,0.05,0
Siraha,Maize,200102,2180,5086,2333,52.5,0.38,43,7.33,0.41,7.69,0.03,0
Siraha,Maize,200203,1475,3540,2400,53.88,0.39,43.37,5.64,0.43,8.39,0.02,0
Siraha,Maize,200304,1475,3540,2400,58.06,0.48,43.87,6.67,0.49,8.16,0.02,5.27
Siraha,Maize,200405,1500,3750,2500,55.94,0.45,44.76,8.2,0.47,9.43,0.03,5.27
Siraha,Maize,200506,1550,3875,2500,57,0.46,42.46,7.55,0.48,8,0.03,5.27
Siraha,Maize,200607,2000,5000,2500,61.69,0.52,42.29,5.48,0.52,9.01,0.02,5.27
Siraha,Maize,200708,2100,5040,2400,62.62,0.53,41.54,6.36,0.54,8.09,0.05,5.27
Siraha,Maize,200809,2100,5040,2400,53.44,0.41,43.62,7.51,0.45,7.89,0.02,0
Siraha,Maize,200910,2150,4800,2233,56.19,0.43,43.94,7.15,0.47,7.41,0,0
Siraha,Maize,201011,1800,3600,2000,60.44,0.49,40.87,5.58,0.51,9.45,0.01,5.27
Siraha,Maize,201112,3100,6820,2200,55.19,0.43,45.47,4.99,0.47,8.2,0.04,0
Siraha,Maize,201213,1750,3150,1800,59.88,0.47,42.59,1.06,0.48,8.25,0.03,5.27
Siraha,Maize,201314,2000,4000,2000,59.06,0.48,44.55,6.47,0.5,8.2,0.02,5.27
Siraha,Wheat,197980,14850,17520,1180,58.38,0.49,43.04,8.98,0.51,7.95,0.02,5.27
Siraha,Wheat,198081,10000,13500,1350,52.44,0.42,42.98,7.06,0.44,8.27,0.04,0
Siraha,Wheat,198182,5510,7710,1399,45.12,0.33,46.89,7.69,0.41,8.78,0.02,0
Siraha,Wheat,198283,12700,20320,1600,51.81,0.44,45.31,5.79,0.48,7.91,0.02,5.27
Siraha,Wheat,198384,11430,18290,1600,54.25,0.46,44.23,6.54,0.5,7.38,0.01,5.27
Siraha,Wheat,198485,8010,10810,1350,52.44,0.43,43,5.62,0.47,8.64,0.02,5.27
Siraha,Wheat,198586,7800,10900,1397,53.94,0.48,44.99,6.09,0.52,8.09,0.02,5.27
Siraha,Wheat,198687,9700,13580,1400,53.06,0.45,45.28,8.97,0.48,11.33,0.05,5.27
Siraha,Wheat,198788,14110,19750,1400,46.75,0.37,45.75,5.61,0.42,9.22,0.04,0
Siraha,Wheat,198889,13150,20250,1540,49.44,0.38,44.73,7.51,0.45,9.47,0.02,0
Siraha,Wheat,199091,13000,17890,1376,45.06,0.33,46.02,7.43,0.41,9.52,0.04,0
Siraha,Wheat,199192,13400,17780,1327,42.5,0.31,43.69,6.55,0.39,10.32,0.03,0
Siraha,Wheat,199293,14000,16750,1196,45.94,0.34,45.08,6.44,0.41,9.95,0.02,0
Siraha,Wheat,199394,10215,21000,2056,43.06,0.31,44.34,7.82,0.39,9.27,0.02,0
Siraha,Wheat,199495,15500,16000,1032,46.81,0.35,45.39,7.48,0.43,9.06,0.06,0
Siraha,Wheat,199596,17100,24150,1412,47.94,0.38,44.87,6.46,0.43,8.34,0.03,0
Siraha,Wheat,199697,16245,29070,1789,47.38,0.35,44.62,5.93,0.42,10.16,0.02,0
Siraha,Wheat,199798,15300,27876,1822,52.56,0.37,46.51,6.3,0.43,8.7,0.02,0
Siraha,Wheat,199899,13500,23355,1730,47.44,0.34,44.43,8.08,0.41,8.83,0.03,0
Siraha,Wheat,199900,16930,23220,1372,49.56,0.37,43.95,6.8,0.43,8.77,0.01,0
Siraha,Wheat,200001,14390,28780,2000,50.44,0.37,43.51,6.05,0.44,10.05,0.05,0
Siraha,Wheat,200102,15110,30220,2000,52.5,0.38,43,7.33,0.41,7.69,0.03,0
Siraha,Wheat,200203,15115,36276,2400,53.88,0.39,43.37,5.64,0.43,8.39,0.02,0
Siraha,Wheat,200304,15055,37637,2500,58.06,0.48,43.87,6.67,0.49,8.16,0.02,5.27
Siraha,Wheat,200405,15155,37887,2500,55.94,0.45,44.76,8.2,0.47,9.43,0.03,5.27
Siraha,Wheat,200506,15800,33180,2100,57,0.46,42.46,7.55,0.48,8,0.03,5.27
Siraha,Wheat,200607,16250,34760,2139,61.69,0.52,42.29,5.48,0.52,9.01,0.02,5.27
Siraha,Wheat,200708,16250,34760,2139,62.62,0.53,41.54,6.36,0.54,8.09,0.05,5.27
Siraha,Wheat,200809,16000,31284,1955,53.44,0.41,43.62,7.51,0.45,7.89,0.02,0
Siraha,Wheat,200910,16000,16000,1000,56.19,0.43,43.94,7.15,0.47,7.41,0,0
Siraha,Wheat,201011,17500,31350,1791,60.44,0.49,40.87,5.58,0.51,9.45,0.01,5.27
Siraha,Wheat,201112,15725,29877,1900,55.19,0.43,45.47,4.99,0.47,8.2,0.04,0
Siraha,Wheat,201213,15675,29800,1901,59.88,0.47,42.59,1.06,0.48,8.25,0.03,5.27
Siraha,Wheat,201314,14750,32350,2193,59.06,0.48,44.55,6.47,0.5,8.2,0.02,5.27
Kapilbastu,Paddy,197980,69510,55320,796,55,0.53,0.53,8.3,0.54,7.56,0.05,5.27
Kapilbastu,Paddy,198081,77560,139610,1800,50.12,0.44,0.44,6.33,0.46,7.86,0.06,5.27
Kapilbastu,Paddy,198182,78470,141250,1800,43.69,0.35,0.35,6.69,0.41,9.32,0.05,0
Kapilbastu,Paddy,198283,76870,99990,1301,46.12,0.41,0.41,4.93,0.45,8.34,0.06,0
Kapilbastu,Paddy,198384,79220,127120,1605,48.06,0.4,0.4,6.29,0.46,9,0.09,0
Kapilbastu,Paddy,198485,73280,125780,1716,43.62,0.36,0.36,5.9,0.42,8.29,0.05,0
Kapilbastu,Paddy,198586,76980,138560,1800,45.38,0.39,0.39,6.13,0.45,8.64,0.06,0
Kapilbastu,Paddy,198687,61580,75280,1222,48.25,0.45,0.45,8.77,0.48,7.11,0.02,5.27
Kapilbastu,Paddy,198788,71150,135300,1902,43.44,0.38,0.38,4.55,0.43,8.77,0.04,0
Kapilbastu,Paddy,198889,71020,140450,1978,48.06,0.42,0.42,7.21,0.48,8.64,0.08,5.27
Kapilbastu,Paddy,199091,70710,171600,2427,42.06,0.34,0.34,7.37,0.42,8.02,0.03,0
Kapilbastu,Paddy,199192,65240,97860,1500,42.62,0.35,0.35,6.18,0.43,9.38,0.08,0
Kapilbastu,Paddy,199293,61100,88590,1450,41.44,0.35,0.35,5.25,0.41,7.8,0.02,0
Kapilbastu,Paddy,199394,64091,151250,2360,41.12,0.34,0.34,7.59,0.41,8.07,0.03,0
Kapilbastu,Paddy,199495,60000,104970,1750,43.06,0.34,0.34,7.23,0.42,7.65,0.04,0
Kapilbastu,Paddy,199596,68478,163284,2384,45.62,0.39,0.39,7.46,0.44,8.91,0.05,0
Kapilbastu,Paddy,199697,70100,175440,2503,40.44,0.3,0.3,4.14,0.38,8.8,0.03,0
Kapilbastu,Paddy,199798,63450,63450,1000,48.81,0.41,0.41,6.54,0.45,7.85,0.04,5.27
Kapilbastu,Paddy,199899,70200,135580,1931,40.44,0.32,0.32,7.21,0.39,9.2,0.03,0
Kapilbastu,Paddy,199900,70500,146345,2076,44.5,0.37,0.37,6.78,0.45,8.93,0.01,0
Kapilbastu,Paddy,200001,71180,173255,2434,45.12,0.38,0.38,4.13,0.44,7.05,0.04,0
Kapilbastu,Paddy,200102,70950,177375,2500,40.62,0.3,0.3,6.89,0.37,7.76,0.06,0
Kapilbastu,Paddy,200203,67000,100500,1500,44.69,0.34,0.34,6.52,0.4,9.3,0.05,0
Kapilbastu,Paddy,200304,70500,173200,2457,51,0.43,0.43,7.04,0.47,8.13,0.06,5.27
Kapilbastu,Paddy,200405,68500,127710,1864,52.19,0.48,0.48,8.06,0.52,9.8,0.03,5.27
Kapilbastu,Paddy,200506,68500,149330,2180,54.5,0.48,0.48,7.01,0.5,7.55,0.03,5.27
Kapilbastu,Paddy,200607,68880,141572,2055,57.38,0.54,0.54,6.44,0.55,8.38,0.05,5.27
Kapilbastu,Paddy,200708,68870,154490,2243,58.81,0.55,0.55,6.15,0.59,9.62,0.05,5.27
Kapilbastu,Paddy,200809,69960,190350,2721,51.31,0.46,0.46,7.31,0.49,8.3,0.03,5.27
Kapilbastu,Paddy,200910,69950,160290,2291,53.25,0.47,0.47,7.7,0.52,7.23,0.02,5.27
Kapilbastu,Paddy,201011,72000,225000,3125,56.81,0.51,0.51,4.87,0.52,7.4,0.03,5.27
Kapilbastu,Paddy,201112,71500,207350,2900,53.56,0.48,0.48,5.43,0.52,7.49,0.02,5.27
Kapilbastu,Paddy,201213,71000,205118,2889,61.5,0.58,0.58,1.6,0.59,7.68,0.01,5.27
Kapilbastu,Paddy,201314,72000,235436,3270,56,0.53,0.53,7.01,0.55,8.3,0.02,5.27
Kapilbastu,Millet,197980,450,390,867,55,0.53,0.53,8.3,0.54,7.56,0.05,5.27
Kapilbastu,Millet,198081,490,390,796,50.12,0.44,0.44,6.33,0.46,7.86,0.06,5.27
Kapilbastu,Millet,198182,490,440,898,43.69,0.35,0.35,6.69,0.41,9.32,0.05,0
Kapilbastu,Millet,198283,540,490,907,46.12,0.41,0.41,4.93,0.45,8.34,0.06,0
Kapilbastu,Millet,198384,790,720,911,48.06,0.4,0.4,6.29,0.46,9,0.09,0
Kapilbastu,Millet,198485,370,370,1000,43.62,0.36,0.36,5.9,0.42,8.29,0.05,0
Kapilbastu,Millet,198586,300,300,1000,45.38,0.39,0.39,6.13,0.45,8.64,0.06,0
Kapilbastu,Millet,198687,350,320,914,48.25,0.45,0.45,8.77,0.48,7.11,0.02,5.27
Kapilbastu,Millet,198788,100,90,900,43.44,0.38,0.38,4.55,0.43,8.77,0.04,0
Kapilbastu,Millet,198889,100,90,900,48.06,0.42,0.42,7.21,0.48,8.64,0.08,5.27
Kapilbastu,Millet,199091,120,130,1083,42.06,0.34,0.34,7.37,0.42,8.02,0.03,0
Kapilbastu,Millet,199192,120,140,1167,42.62,0.35,0.35,6.18,0.43,9.38,0.08,0
Kapilbastu,Millet,199293,130,140,1077,41.44,0.35,0.35,5.25,0.41,7.8,0.02,0
Kapilbastu,Millet,199394,300,323,1077,41.12,0.34,0.34,7.59,0.41,8.07,0.03,0
Kapilbastu,Millet,199495,120,110,917,43.06,0.34,0.34,7.23,0.42,7.65,0.04,0
Kapilbastu,Millet,199596,300,330,1100,45.62,0.39,0.39,7.46,0.44,8.91,0.05,0
Kapilbastu,Millet,199697,110,120,1091,40.44,0.3,0.3,4.14,0.38,8.8,0.03,0
Kapilbastu,Millet,199798,110,120,1091,48.81,0.41,0.41,6.54,0.45,7.85,0.04,5.27
Kapilbastu,Millet,199899,110,120,1091,40.44,0.32,0.32,7.21,0.39,9.2,0.03,0
Kapilbastu,Millet,199900,105,105,1000,44.5,0.37,0.37,6.78,0.45,8.93,0.01,0
Kapilbastu,Millet,200001,105,105,1000,45.12,0.38,0.38,4.13,0.44,7.05,0.04,0
Kapilbastu,Millet,200102,105,105,1000,40.62,0.3,0.3,6.89,0.37,7.76,0.06,0
Kapilbastu,Millet,200203,100,100,1000,44.69,0.34,0.34,6.52,0.4,9.3,0.05,0
Kapilbastu,Millet,200304,100,100,1000,51,0.43,0.43,7.04,0.47,8.13,0.06,5.27
Kapilbastu,Millet,200405,100,100,1000,52.19,0.48,0.48,8.06,0.52,9.8,0.03,5.27
Kapilbastu,Millet,200506,100,100,1000,54.5,0.48,0.48,7.01,0.5,7.55,0.03,5.27
Kapilbastu,Millet,200607,150,140,933,57.38,0.54,0.54,6.44,0.55,8.38,0.05,5.27
Kapilbastu,Millet,200708,140,140,1000,58.81,0.55,0.55,6.15,0.59,9.62,0.05,5.27
Kapilbastu,Millet,200809,140,140,1000,51.31,0.46,0.46,7.31,0.49,8.3,0.03,5.27
Kapilbastu,Millet,200910,140,140,1000,53.25,0.47,0.47,7.7,0.52,7.23,0.02,5.27
Kapilbastu,Millet,201011,100,100,1000,56.81,0.51,0.51,4.87,0.52,7.4,0.03,5.27
Kapilbastu,Millet,201112,0,0,0,53.56,0.48,0.48,5.43,0.52,7.49,0.02,5.27
Kapilbastu,Millet,201213,0,0,0,61.5,0.58,0.58,1.6,0.59,7.68,0.01,5.27
Kapilbastu,Millet,201314,0,0,0,56,0.53,0.53,7.01,0.55,8.3,0.02,5.27
Kapilbastu,Barley,197980,220,200,909,55,0.53,0.53,8.3,0.54,7.56,0.05,5.27
Kapilbastu,Barley,198081,200,160,800,50.12,0.44,0.44,6.33,0.46,7.86,0.06,5.27
Kapilbastu,Barley,198182,200,160,800,43.69,0.35,0.35,6.69,0.41,9.32,0.05,0
Kapilbastu,Barley,198283,180,100,556,46.12,0.41,0.41,4.93,0.45,8.34,0.06,0
Kapilbastu,Barley,198384,100,100,1000,48.06,0.4,0.4,6.29,0.46,9,0.09,0
Kapilbastu,Barley,198485,50,40,800,43.62,0.36,0.36,5.9,0.42,8.29,0.05,0
Kapilbastu,Barley,198586,40,30,750,45.38,0.39,0.39,6.13,0.45,8.64,0.06,0
